Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:40:20.073000,VET,5,,26.0,2.0,,,0 days 00:00:30.236000,0 days 00:00:30.888000,0 days 00:00:23.781000,0 days 01:39:25.422000,0 days 01:39:56.310000,0 days 01:40:20.091000,,234.0,241.0,280.0,False,MEDIUM,12.0,False,Aston Martin,0 days 01:38:55.168000,2022-07-31 13:39:55.546,1,14.0,False,,False,True
0 days 01:41:44.827000,VET,5,,27.0,2.0,,,0 days 00:00:30.038000,0 days 00:00:30.851000,0 days 00:00:23.865000,0 days 01:40:50.129000,0 days 01:41:20.980000,0 days 01:41:44.845000,277.0,230.0,241.0,281.0,False,MEDIUM,13.0,False,Aston Martin,0 days 01:40:20.073000,2022-07-31 13:41:20.451,1,13.0,False,,False,True
0 days 01:43:09.924000,VET,5,,28.0,2.0,,,0 days 00:00:30.307000,0 days 00:00:30.955000,0 days 00:00:23.835000,0 days 01:42:15.152000,0 days 01:42:46.107000,0 days 01:43:09.942000,,235.0,241.0,278.0,False,MEDIUM,14.0,False,Aston Martin,0 days 01:41:44.827000,2022-07-31 13:42:45.205,1,12.0,False,,False,True
0 days 01:44:34.835000,VET,5,,29.0,2.0,,,0 days 00:00:30.229000,0 days 00:00:30.835000,0 days 00:00:23.847000,0 days 01:43:40.171000,0 days 01:44:11.006000,0 days 01:44:34.853000,,237.0,245.0,281.0,False,MEDIUM,15.0,False,Aston Martin,0 days 01:43:09.924000,2022-07-31 13:44:10.302,1,12.0,False,,False,True
0 days 01:46:00.267000,VET,5,,30.0,2.0,,,0 days 00:00:30.178000,0 days 00:00:31.164000,0 days 00:00:24.090000,0 days 01:45:05.031000,0 days 01:45:36.195000,0 days 01:46:00.285000,280.0,235.0,249.0,295.0,False,MEDIUM,16.0,False,Aston Martin,0 days 01:44:34.835000,2022-07-31 13:45:35.213,1,12.0,False,,False,True
0 days 01:47:25.134000,VET,5,,31.0,2.0,,,0 days 00:00:30.092000,0 days 00:00:30.762000,0 days 00:00:24.013000,0 days 01:46:30.377000,0 days 01:47:01.139000,0 days 01:47:25.152000,273.0,232.0,242.0,299.0,False,MEDIUM,17.0,False,Aston Martin,0 days 01:46:00.267000,2022-07-31 13:47:00.645,1,11.0,False,,False,True
0 days 01:48:50.403000,VET,5,,32.0,2.0,,,0 days 00:00:30.202000,0 days 00:00:31.039000,0 days 00:00:24.028000,0 days 01:47:55.354000,0 days 01:48:26.393000,0 days 01:48:50.421000,275.0,229.0,243.0,281.0,False,MEDIUM,18.0,False,Aston Martin,0 days 01:47:25.134000,2022-07-31 13:48:25.512,1,11.0,False,,False,True
0 days 01:50:15.464000,VET,5,,33.0,2.0,,,0 days 00:00:30.307000,0 days 00:00:30.750000,0 days 00:00:24.004000,0 days 01:49:20.728000,0 days 01:49:51.478000,0 days 01:50:15.482000,276.0,233.0,242.0,,False,MEDIUM,19.0,False,Aston Martin,0 days 01:48:50.403000,2022-07-31 13:49:50.781,1,11.0,False,,False,True
0 days 01:51:40.378000,VET,5,,34.0,2.0,,,0 days 00:00:30.110000,0 days 00:00:30.846000,0 days 00:00:23.958000,0 days 01:50:45.592000,0 days 01:51:16.438000,0 days 01:51:40.396000,277.0,234.0,243.0,282.0,False,MEDIUM,20.0,False,Aston Martin,0 days 01:50:15.464000,2022-07-31 13:51:15.842,1,11.0,False,,False,True
0 days 01:53:06.017000,VET,5,,35.0,2.0,,,0 days 00:00:30.043000,0 days 00:00:31.566000,0 days 00:00:24.030000,0 days 01:52:10.439000,0 days 01:52:42.005000,0 days 01:53:06.035000,279.0,232.0,248.0,295.0,False,MEDIUM,21.0,False,Aston Martin,0 days 01:51:40.378000,2022-07-31 13:52:40.756,12,11.0,True,TRACK LIMITS AT TURN 7 LAP 35 ,False,True
0 days 01:54:30.691000,VET,5,,36.0,2.0,,,0 days 00:00:29.843000,0 days 00:00:30.977000,0 days 00:00:23.854000,0 days 01:53:35.878000,0 days 01:54:06.855000,0 days 01:54:30.709000,278.0,234.0,248.0,296.0,True,MEDIUM,22.0,False,Aston Martin,0 days 01:53:06.017000,2022-07-31 13:54:06.395,1,11.0,False,,False,True
0 days 01:55:55.374000,VET,5,,37.0,2.0,,,0 days 00:00:30.019000,0 days 00:00:30.971000,0 days 00:00:23.693000,0 days 01:55:00.728000,0 days 01:55:31.699000,0 days 01:55:55.392000,279.0,236.0,249.0,295.0,False,MEDIUM,23.0,False,Aston Martin,0 days 01:54:30.691000,2022-07-31 13:55:31.069,1,11.0,False,,False,True
0 days 01:57:20.191000,VET,5,,38.0,2.0,,,0 days 00:00:30.046000,0 days 00:00:30.876000,0 days 00:00:23.895000,0 days 01:56:25.438000,0 days 01:56:56.314000,0 days 01:57:20.209000,273.0,230.0,240.0,298.0,False,MEDIUM,24.0,False,Aston Martin,0 days 01:55:55.374000,2022-07-31 13:56:55.752,1,10.0,False,,False,True
0 days 01:58:44.904000,VET,5,,39.0,2.0,,,0 days 00:00:30.160000,0 days 00:00:30.737000,0 days 00:00:23.816000,0 days 01:57:50.369000,0 days 01:58:21.106000,0 days 01:58:44.922000,276.0,235.0,244.0,278.0,False,MEDIUM,25.0,False,Aston Martin,0 days 01:57:20.191000,2022-07-31 13:58:20.569,1,10.0,False,,False,True
0 days 02:00:09.844000,VET,5,,40.0,2.0,,,0 days 00:00:30.227000,0 days 00:00:30.691000,0 days 00:00:24.022000,0 days 01:59:15.149000,0 days 01:59:45.840000,0 days 02:00:09.862000,,236.0,241.0,277.0,False,MEDIUM,26.0,False,Aston Martin,0 days 01:58:44.904000,2022-07-31 13:59:45.282,1,10.0,False,,False,True
0 days 02:01:35.337000,VET,5,,41.0,2.0,,,0 days 00:00:30.557000,0 days 00:00:30.990000,0 days 00:00:23.946000,0 days 02:00:40.419000,0 days 02:01:11.409000,0 days 02:01:35.355000,268.0,233.0,243.0,271.0,False,MEDIUM,27.0,False,Aston Martin,0 days 02:00:09.844000,2022-07-31 14:01:10.222,12,10.0,False,,False,True
0 days 02:03:00.596000,VET,5,,42.0,2.0,,,0 days 00:00:30.386000,0 days 00:00:30.950000,0 days 00:00:23.923000,0 days 02:02:05.741000,0 days 02:02:36.691000,0 days 02:03:00.614000,270.0,235.0,241.0,273.0,False,MEDIUM,28.0,False,Aston Martin,0 days 02:01:35.337000,2022-07-31 14:02:35.715,1,10.0,False,,False,True
0 days 02:04:26.133000,VET,5,,43.0,2.0,,,0 days 00:00:30.529000,0 days 00:00:31.082000,0 days 00:00:23.926000,0 days 02:03:31.143000,0 days 02:04:02.225000,0 days 02:04:26.151000,273.0,235.0,244.0,275.0,False,MEDIUM,29.0,False,Aston Martin,0 days 02:03:00.596000,2022-07-31 14:04:00.974,1,10.0,False,,False,True
0 days 02:05:51.335000,VET,5,,44.0,2.0,,,0 days 00:00:30.174000,0 days 00:00:30.990000,0 days 00:00:24.038000,0 days 02:04:56.325000,0 days 02:05:27.315000,0 days 02:05:51.353000,269.0,232.0,244.0,285.0,False,MEDIUM,30.0,False,Aston Martin,0 days 02:04:26.133000,2022-07-31 14:05:26.511,1,10.0,False,,False,True
0 days 02:07:16.759000,VET,5,,45.0,2.0,,,0 days 00:00:30.482000,0 days 00:00:31.101000,0 days 00:00:23.841000,0 days 02:06:21.835000,0 days 02:06:52.936000,0 days 02:07:16.777000,,234.0,244.0,273.0,False,MEDIUM,31.0,False,Aston Martin,0 days 02:05:51.335000,2022-07-31 14:06:51.713,1,10.0,False,,False,True
0 days 02:08:44.347000,VET,5,,46.0,2.0,,0 days 02:08:42.643000,0 days 00:00:30.325000,0 days 00:00:30.993000,0 days 00:00:26.270000,0 days 02:07:47.102000,0 days 02:08:18.095000,0 days 02:08:44.365000,,233.0,,282.0,False,MEDIUM,32.0,False,Aston Martin,0 days 02:07:16.759000,2022-07-31 14:08:17.137,1,12.0,False,,False,False
0 days 02:10:30.906000,VET,5,,47.0,3.0,0 days 02:09:07.670000,,0 days 00:00:52.079000,0 days 00:00:30.909000,0 days 00:00:23.571000,0 days 02:09:36.444000,0 days 02:10:07.353000,0 days 02:10:30.924000,267.0,234.0,246.0,,False,MEDIUM,1.0,True,Aston Martin,0 days 02:08:44.347000,2022-07-31 14:09:44.725,12,14.0,False,,False,False
0 days 02:11:57.207000,VET,5,,48.0,3.0,,,0 days 00:00:29.988000,0 days 00:00:32.155000,0 days 00:00:24.158000,0 days 02:11:00.912000,0 days 02:11:33.067000,0 days 02:11:57.225000,276.0,235.0,252.0,283.0,False,MEDIUM,2.0,True,Aston Martin,0 days 02:10:30.906000,2022-07-31 14:11:31.284,1,14.0,False,,False,True
0 days 02:13:22.386000,VET,5,,49.0,3.0,,,0 days 00:00:29.523000,0 days 00:00:32,0 days 00:00:23.656000,0 days 02:12:26.748000,0 days 02:12:58.748000,0 days 02:13:22.404000,268.0,232.0,244.0,302.0,False,MEDIUM,3.0,True,Aston Martin,0 days 02:11:57.207000,2022-07-31 14:12:57.585,1,13.0,False,,False,True
0 days 02:14:46.520000,VET,5,,50.0,3.0,,,0 days 00:00:30.037000,0 days 00:00:30.623000,0 days 00:00:23.474000,0 days 02:13:52.441000,0 days 02:14:23.064000,0 days 02:14:46.538000,276.0,239.0,251.0,286.0,True,MEDIUM,4.0,True,Aston Martin,0 days 02:13:22.386000,2022-07-31 14:14:22.764,1,13.0,False,,False,True
0 days 02:16:09.344000,VET,5,,51.0,3.0,,,0 days 00:00:29.587000,0 days 00:00:29.899000,0 days 00:00:23.338000,0 days 02:15:16.125000,0 days 02:15:46.024000,0 days 02:16:09.362000,275.0,239.0,244.0,301.0,True,MEDIUM,5.0,True,Aston Martin,0 days 02:14:46.520000,2022-07-31 14:15:46.898,1,12.0,False,,False,True
0 days 02:17:32.590000,VET,5,,52.0,3.0,,,0 days 00:00:29.789000,0 days 00:00:30.073000,0 days 00:00:23.384000,0 days 02:16:39.151000,0 days 02:17:09.224000,0 days 02:17:32.608000,277.0,237.0,244.0,280.0,False,MEDIUM,6.0,True,Aston Martin,0 days 02:16:09.344000,2022-07-31 14:17:09.722,1,12.0,False,,False,True
0 days 02:18:55.558000,VET,5,,53.0,3.0,,,0 days 00:00:29.662000,0 days 00:00:29.929000,0 days 00:00:23.377000,0 days 02:18:02.270000,0 days 02:18:32.199000,0 days 02:18:55.576000,,238.0,245.0,,False,MEDIUM,7.0,True,Aston Martin,0 days 02:17:32.590000,2022-07-31 14:18:32.968,1,12.0,False,,False,True
0 days 02:20:18.547000,VET,5,,54.0,3.0,,,0 days 00:00:29.685000,0 days 00:00:29.999000,0 days 00:00:23.305000,0 days 02:19:25.261000,0 days 02:19:55.260000,0 days 02:20:18.565000,279.0,236.0,244.0,,False,MEDIUM,8.0,True,Aston Martin,0 days 02:18:55.558000,2022-07-31 14:19:55.936,1,12.0,False,,False,True
0 days 02:21:41.454000,VET,5,,55.0,3.0,,,0 days 00:00:29.755000,0 days 00:00:29.802000,0 days 00:00:23.350000,0 days 02:20:48.320000,0 days 02:21:18.122000,0 days 02:21:41.472000,,239.0,245.0,279.0,False,MEDIUM,9.0,True,Aston Martin,0 days 02:20:18.547000,2022-07-31 14:21:18.925,1,12.0,False,,False,True
0 days 02:23:04.332000,VET,5,,56.0,3.0,,,0 days 00:00:29.665000,0 days 00:00:29.947000,0 days 00:00:23.266000,0 days 02:22:11.137000,0 days 02:22:41.084000,0 days 02:23:04.350000,277.0,239.0,246.0,282.0,False,MEDIUM,10.0,True,Aston Martin,0 days 02:21:41.454000,2022-07-31 14:22:41.832,1,12.0,False,,False,True
0 days 02:24:27.702000,VET,5,,57.0,3.0,,,0 days 00:00:29.745000,0 days 00:00:29.919000,0 days 00:00:23.706000,0 days 02:23:34.095000,0 days 02:24:04.014000,0 days 02:24:27.720000,,239.0,245.0,280.0,False,MEDIUM,11.0,True,Aston Martin,0 days 02:23:04.332000,2022-07-31 14:24:04.710,1,12.0,False,,False,True
0 days 02:25:50.965000,VET,5,,58.0,3.0,,,0 days 00:00:29.695000,0 days 00:00:30.137000,0 days 00:00:23.431000,0 days 02:24:57.415000,0 days 02:25:27.552000,0 days 02:25:50.983000,279.0,240.0,251.0,283.0,False,MEDIUM,12.0,True,Aston Martin,0 days 02:24:27.702000,2022-07-31 14:25:28.080,1,12.0,False,,False,True
0 days 02:27:14.381000,VET,5,,59.0,3.0,,,0 days 00:00:29.602000,0 days 00:00:30.172000,0 days 00:00:23.642000,0 days 02:26:20.585000,0 days 02:26:50.757000,0 days 02:27:14.399000,282.0,238.0,249.0,297.0,False,MEDIUM,13.0,True,Aston Martin,0 days 02:25:50.965000,2022-07-31 14:26:51.343,1,12.0,False,,False,True
0 days 02:28:37.875000,VET,5,,60.0,3.0,,,0 days 00:00:29.581000,0 days 00:00:30.389000,0 days 00:00:23.524000,0 days 02:27:43.980000,0 days 02:28:14.369000,0 days 02:28:37.893000,281.0,239.0,251.0,,False,MEDIUM,14.0,True,Aston Martin,0 days 02:27:14.381000,2022-07-31 14:28:14.759,1,12.0,False,,False,True
0 days 02:30:02.159000,VET,5,,61.0,3.0,,,0 days 00:00:29.645000,0 days 00:00:30.760000,0 days 00:00:23.879000,0 days 02:29:07.538000,0 days 02:29:38.298000,0 days 02:30:02.177000,282.0,238.0,255.0,299.0,False,MEDIUM,15.0,True,Aston Martin,0 days 02:28:37.875000,2022-07-31 14:29:38.253,1,12.0,False,,False,True
0 days 02:31:25.584000,VET,5,,62.0,3.0,,,0 days 00:00:29.713000,0 days 00:00:30.313000,0 days 00:00:23.399000,0 days 02:30:31.890000,0 days 02:31:02.203000,0 days 02:31:25.602000,281.0,239.0,253.0,305.0,False,MEDIUM,16.0,True,Aston Martin,0 days 02:30:02.159000,2022-07-31 14:31:02.537,1,11.0,False,,False,True
0 days 02:32:51.050000,VET,5,,63.0,3.0,,,0 days 00:00:30.540000,0 days 00:00:31.242000,0 days 00:00:23.684000,0 days 02:31:56.142000,0 days 02:32:27.384000,0 days 02:32:51.068000,265.0,237.0,251.0,301.0,False,MEDIUM,17.0,True,Aston Martin,0 days 02:31:25.584000,2022-07-31 14:32:25.962,1,11.0,False,,False,True
0 days 02:34:14.678000,VET,5,,64.0,3.0,,,0 days 00:00:29.741000,0 days 00:00:30.270000,0 days 00:00:23.617000,0 days 02:33:20.809000,0 days 02:33:51.079000,0 days 02:34:14.696000,280.0,234.0,250.0,299.0,False,MEDIUM,18.0,True,Aston Martin,0 days 02:32:51.050000,2022-07-31 14:33:51.428,1,11.0,False,,False,True
0 days 02:35:39.958000,VET,5,,65.0,3.0,,,0 days 00:00:30.389000,0 days 00:00:31.126000,0 days 00:00:23.765000,0 days 02:34:45.085000,0 days 02:35:16.211000,0 days 02:35:39.976000,223.0,237.0,246.0,297.0,False,MEDIUM,19.0,True,Aston Martin,0 days 02:34:14.678000,2022-07-31 14:35:15.056,1,10.0,False,,False,True
0 days 02:37:03.140000,VET,5,,66.0,3.0,,,0 days 00:00:29.674000,0 days 00:00:30.051000,0 days 00:00:23.457000,0 days 02:36:09.650000,0 days 02:36:39.701000,0 days 02:37:03.158000,278.0,241.0,247.0,282.0,False,MEDIUM,20.0,True,Aston Martin,0 days 02:35:39.958000,2022-07-31 14:36:40.336,12,10.0,False,,False,True
0 days 02:38:43.702000,VET,5,,67.0,3.0,,,0 days 00:00:29.801000,0 days 00:00:38.593000,0 days 00:00:32.168000,0 days 02:37:32.959000,0 days 02:38:11.552000,0 days 02:38:43.720000,280.0,209.0,125.0,281.0,False,MEDIUM,21.0,True,Aston Martin,0 days 02:37:03.140000,2022-07-31 14:38:03.518,26,10.0,False,,False,False
0 days 02:40:24.025000,VET,5,,68.0,3.0,,,0 days 00:00:42.129000,0 days 00:00:33.664000,0 days 00:00:24.530000,0 days 02:39:25.849000,0 days 02:39:59.513000,0 days 02:40:24.043000,198.0,230.0,244.0,202.0,False,MEDIUM,22.0,True,Aston Martin,0 days 02:38:43.702000,2022-07-31 14:39:44.080,671,10.0,False,,False,False
0 days 02:41:53.181000,VET,5,,69.0,3.0,,,0 days 00:00:31.073000,0 days 00:00:32.739000,0 days 00:00:25.344000,0 days 02:40:55.116000,0 days 02:41:27.855000,0 days 02:41:53.199000,275.0,229.0,250.0,284.0,False,MEDIUM,23.0,True,Aston Martin,0 days 02:40:24.025000,2022-07-31 14:41:24.403,1,10.0,False,,False,True
0 days 01:03:36.084000,SAI,55,,1.0,1.0,,,,0 days 00:00:31.279000,0 days 00:00:23.933000,,0 days 01:03:12.277000,0 days 01:03:36.234000,262.0,233.0,238.0,244.0,False,MEDIUM,1.0,True,Ferrari,0 days 01:02:05.807000,2022-07-31 13:03:06.185,126,2.0,False,,False,False
0 days 01:05:30.727000,SAI,55,,2.0,1.0,,,0 days 00:00:43.453000,0 days 00:00:37.857000,0 days 00:00:33.333000,0 days 01:04:19.592000,0 days 01:04:57.449000,0 days 01:05:30.782000,168.0,205.0,222.0,98.0,True,MEDIUM,2.0,True,Ferrari,0 days 01:03:36.084000,2022-07-31 13:04:36.462,6,2.0,False,,False,False
0 days 01:06:59.632000,SAI,55,,3.0,1.0,,,0 days 00:00:35.368000,0 days 00:00:30.326000,0 days 00:00:23.211000,0 days 01:06:06.150000,0 days 01:06:36.476000,0 days 01:06:59.687000,269.0,234.0,241.0,241.0,True,MEDIUM,3.0,True,Ferrari,0 days 01:05:30.727000,2022-07-31 13:06:31.105,671,2.0,False,,False,False
0 days 01:08:22.986000,SAI,55,,4.0,1.0,,,0 days 00:00:30.071000,0 days 00:00:29.948000,0 days 00:00:23.335000,0 days 01:07:29.758000,0 days 01:07:59.706000,0 days 01:08:23.041000,274.0,235.0,242.0,278.0,True,MEDIUM,4.0,True,Ferrari,0 days 01:06:59.632000,2022-07-31 13:08:00.010,1,2.0,False,,False,True
0 days 01:09:46.918000,SAI,55,,5.0,1.0,,,0 days 00:00:30.152000,0 days 00:00:30.284000,0 days 00:00:23.496000,0 days 01:08:53.193000,0 days 01:09:23.477000,0 days 01:09:46.973000,272.0,237.0,241.0,,False,MEDIUM,5.0,True,Ferrari,0 days 01:08:22.986000,2022-07-31 13:09:23.364,1,2.0,False,,False,True
0 days 01:11:10.856000,SAI,55,,6.0,1.0,,,0 days 00:00:30.038000,0 days 00:00:30.327000,0 days 00:00:23.573000,0 days 01:10:17.011000,0 days 01:10:47.338000,0 days 01:11:10.911000,274.0,234.0,243.0,279.0,False,MEDIUM,6.0,True,Ferrari,0 days 01:09:46.918000,2022-07-31 13:10:47.296,1,2.0,False,,False,True
0 days 01:12:34.921000,SAI,55,,7.0,1.0,,,0 days 00:00:30.114000,0 days 00:00:30.303000,0 days 00:00:23.648000,0 days 01:11:41.025000,0 days 01:12:11.328000,0 days 01:12:34.976000,272.0,237.0,239.0,,False,MEDIUM,7.0,True,Ferrari,0 days 01:11:10.856000,2022-07-31 13:12:11.234,1,2.0,False,,False,True
0 days 01:13:59.360000,SAI,55,,8.0,1.0,,,0 days 00:00:30.212000,0 days 00:00:30.500000,0 days 00:00:23.727000,0 days 01:13:05.188000,0 days 01:13:35.688000,0 days 01:13:59.415000,273.0,235.0,241.0,,False,MEDIUM,8.0,True,Ferrari,0 days 01:12:34.921000,2022-07-31 13:13:35.299,1,2.0,False,,False,True
0 days 01:15:23.220000,SAI,55,,9.0,1.0,,,0 days 00:00:30.065000,0 days 00:00:30.184000,0 days 00:00:23.611000,0 days 01:14:29.480000,0 days 01:14:59.664000,0 days 01:15:23.275000,,235.0,242.0,280.0,False,MEDIUM,9.0,True,Ferrari,0 days 01:13:59.360000,2022-07-31 13:14:59.738,1,2.0,False,,False,True
0 days 01:16:47.868000,SAI,55,,10.0,1.0,,,0 days 00:00:30.216000,0 days 00:00:30.645000,0 days 00:00:23.787000,0 days 01:15:53.491000,0 days 01:16:24.136000,0 days 01:16:47.923000,272.0,235.0,240.0,278.0,False,MEDIUM,10.0,True,Ferrari,0 days 01:15:23.220000,2022-07-31 13:16:23.598,1,2.0,False,,False,True
0 days 01:18:11.769000,SAI,55,,11.0,1.0,,,0 days 00:00:29.986000,0 days 00:00:30.295000,0 days 00:00:23.620000,0 days 01:17:17.909000,0 days 01:17:48.204000,0 days 01:18:11.824000,275.0,236.0,242.0,279.0,False,MEDIUM,11.0,True,Ferrari,0 days 01:16:47.868000,2022-07-31 13:17:48.246,1,2.0,False,,False,True
0 days 01:19:36.079000,SAI,55,,12.0,1.0,,,0 days 00:00:30.055000,0 days 00:00:30.478000,0 days 00:00:23.777000,0 days 01:18:41.879000,0 days 01:19:12.357000,0 days 01:19:36.134000,272.0,234.0,241.0,,False,MEDIUM,12.0,True,Ferrari,0 days 01:18:11.769000,2022-07-31 13:19:12.147,1,2.0,False,,False,True
0 days 01:21:00.186000,SAI,55,,13.0,1.0,,,0 days 00:00:29.989000,0 days 00:00:30.358000,0 days 00:00:23.760000,0 days 01:20:06.123000,0 days 01:20:36.481000,0 days 01:21:00.241000,274.0,234.0,241.0,,False,MEDIUM,13.0,True,Ferrari,0 days 01:19:36.079000,2022-07-31 13:20:36.457,1,2.0,False,,False,True
0 days 01:22:24.640000,SAI,55,,14.0,1.0,,,0 days 00:00:29.983000,0 days 00:00:30.284000,0 days 00:00:24.187000,0 days 01:21:30.224000,0 days 01:22:00.508000,0 days 01:22:24.695000,,236.0,242.0,280.0,False,MEDIUM,14.0,True,Ferrari,0 days 01:21:00.186000,2022-07-31 13:22:00.564,1,2.0,False,,False,True
0 days 01:23:49.307000,SAI,55,,15.0,1.0,,,0 days 00:00:30.211000,0 days 00:00:30.570000,0 days 00:00:23.886000,0 days 01:22:54.906000,0 days 01:23:25.476000,0 days 01:23:49.362000,273.0,236.0,242.0,,False,MEDIUM,15.0,True,Ferrari,0 days 01:22:24.640000,2022-07-31 13:23:25.018,1,2.0,False,,False,True
0 days 01:25:14.420000,SAI,55,,16.0,1.0,,,0 days 00:00:30.236000,0 days 00:00:30.837000,0 days 00:00:24.040000,0 days 01:24:19.598000,0 days 01:24:50.435000,0 days 01:25:14.475000,275.0,235.0,244.0,279.0,False,MEDIUM,16.0,True,Ferrari,0 days 01:23:49.307000,2022-07-31 13:24:49.685,1,1.0,False,,False,True
0 days 01:26:41.389000,SAI,55,,17.0,1.0,,0 days 01:26:39.690000,0 days 00:00:29.947000,0 days 00:00:30.711000,0 days 00:00:26.311000,0 days 01:25:44.422000,0 days 01:26:15.133000,0 days 01:26:41.444000,271.0,234.0,,290.0,False,MEDIUM,17.0,True,Ferrari,0 days 01:25:14.420000,2022-07-31 13:26:14.798,1,2.0,False,,False,False
0 days 01:28:25.744000,SAI,55,,18.0,2.0,0 days 01:27:02.513000,,0 days 00:00:49.940000,0 days 00:00:30.645000,0 days 00:00:23.770000,0 days 01:27:31.384000,0 days 01:28:02.029000,0 days 01:28:25.799000,271.0,232.0,248.0,,False,MEDIUM,1.0,True,Ferrari,0 days 01:26:41.389000,2022-07-31 13:27:41.767,1,6.0,False,,False,False
0 days 01:29:49.226000,SAI,55,,19.0,2.0,,,0 days 00:00:29.739000,0 days 00:00:30.230000,0 days 00:00:23.513000,0 days 01:28:55.538000,0 days 01:29:25.768000,0 days 01:29:49.281000,275.0,236.0,242.0,297.0,False,MEDIUM,2.0,True,Ferrari,0 days 01:28:25.744000,2022-07-31 13:29:26.122,1,4.0,False,,False,True
0 days 01:31:12.956000,SAI,55,,20.0,2.0,,,0 days 00:00:30.037000,0 days 00:00:30.301000,0 days 00:00:23.392000,0 days 01:30:19.318000,0 days 01:30:49.619000,0 days 01:31:13.011000,272.0,237.0,241.0,277.0,False,MEDIUM,3.0,True,Ferrari,0 days 01:29:49.226000,2022-07-31 13:30:49.604,1,3.0,False,,False,True
0 days 01:32:36.545000,SAI,55,,21.0,2.0,,,0 days 00:00:29.932000,0 days 00:00:30.102000,0 days 00:00:23.555000,0 days 01:31:42.943000,0 days 01:32:13.045000,0 days 01:32:36.600000,276.0,235.0,243.0,,False,MEDIUM,4.0,True,Ferrari,0 days 01:31:12.956000,2022-07-31 13:32:13.334,1,3.0,False,,False,True
0 days 01:34:01.066000,SAI,55,,22.0,2.0,,,0 days 00:00:30.396000,0 days 00:00:30.452000,0 days 00:00:23.673000,0 days 01:33:06.996000,0 days 01:33:37.448000,0 days 01:34:01.121000,272.0,236.0,244.0,278.0,False,MEDIUM,5.0,True,Ferrari,0 days 01:32:36.545000,2022-07-31 13:33:36.923,1,3.0,False,,False,True
0 days 01:35:24.984000,SAI,55,,23.0,2.0,,,0 days 00:00:30.140000,0 days 00:00:30.212000,0 days 00:00:23.566000,0 days 01:34:31.261000,0 days 01:35:01.473000,0 days 01:35:25.039000,275.0,237.0,243.0,280.0,False,MEDIUM,6.0,True,Ferrari,0 days 01:34:01.066000,2022-07-31 13:35:01.444,1,3.0,False,,False,True
0 days 01:36:48.725000,SAI,55,,24.0,2.0,,,0 days 00:00:29.806000,0 days 00:00:30.152000,0 days 00:00:23.783000,0 days 01:35:54.845000,0 days 01:36:24.997000,0 days 01:36:48.780000,274.0,236.0,242.0,281.0,False,MEDIUM,7.0,True,Ferrari,0 days 01:35:24.984000,2022-07-31 13:36:25.362,1,3.0,False,,False,True
0 days 01:38:12.302000,SAI,55,,25.0,2.0,,,0 days 00:00:29.850000,0 days 00:00:30.023000,0 days 00:00:23.704000,0 days 01:37:18.630000,0 days 01:37:48.653000,0 days 01:38:12.357000,276.0,238.0,244.0,280.0,False,MEDIUM,8.0,True,Ferrari,0 days 01:36:48.725000,2022-07-31 13:37:49.103,1,3.0,False,,False,True
0 days 01:39:36.106000,SAI,55,,26.0,2.0,,,0 days 00:00:29.806000,0 days 00:00:30.382000,0 days 00:00:23.616000,0 days 01:38:42.163000,0 days 01:39:12.545000,0 days 01:39:36.161000,274.0,237.0,244.0,282.0,False,MEDIUM,9.0,True,Ferrari,0 days 01:38:12.302000,2022-07-31 13:39:12.680,1,3.0,False,,False,True
0 days 01:40:59.837000,SAI,55,,27.0,2.0,,,0 days 00:00:30.064000,0 days 00:00:30.102000,0 days 00:00:23.565000,0 days 01:40:06.225000,0 days 01:40:36.327000,0 days 01:40:59.892000,275.0,238.0,243.0,281.0,False,MEDIUM,10.0,True,Ferrari,0 days 01:39:36.106000,2022-07-31 13:40:36.484,1,3.0,False,,False,True
0 days 01:42:23.485000,SAI,55,,28.0,2.0,,,0 days 00:00:29.900000,0 days 00:00:30.328000,0 days 00:00:23.420000,0 days 01:41:29.792000,0 days 01:42:00.120000,0 days 01:42:23.540000,,236.0,243.0,,False,MEDIUM,11.0,True,Ferrari,0 days 01:40:59.837000,2022-07-31 13:42:00.215,1,3.0,False,,False,True
