Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 02:41:32.259000,OCO,31,,42.0,4.0,,,0 days 00:00:34.865000,0 days 00:00:43.459000,0 days 00:00:18.805000,0 days 02:40:30.068000,0 days 02:41:13.527000,0 days 02:41:32.332000,278.0,300.0,256.0,299.0,False,MEDIUM,9.0,True,Alpine,0 days 02:39:55.130000,2024-04-07 06:40:56.764,1,15.0,False,,False,True
0 days 02:43:09.737000,OCO,31,,43.0,4.0,,,0 days 00:00:35.112000,0 days 00:00:43.498000,0 days 00:00:18.868000,0 days 02:42:07.444000,0 days 02:42:50.942000,0 days 02:43:09.810000,275.0,300.0,248.0,297.0,False,MEDIUM,10.0,True,Alpine,0 days 02:41:32.259000,2024-04-07 06:42:33.893,1,15.0,False,,False,True
0 days 02:44:50.698000,OCO,31,,44.0,4.0,,,0 days 00:00:37.447000,0 days 00:00:44.739000,0 days 00:00:18.775000,0 days 02:43:47.257000,0 days 02:44:31.996000,0 days 02:44:50.771000,,304.0,261.0,302.0,False,MEDIUM,11.0,True,Alpine,0 days 02:43:09.737000,2024-04-07 06:44:11.371,1,15.0,False,,False,True
0 days 02:46:27.681000,OCO,31,,45.0,4.0,,,0 days 00:00:34.933000,0 days 00:00:43.237000,0 days 00:00:18.813000,0 days 02:45:25.704000,0 days 02:46:08.941000,0 days 02:46:27.754000,279.0,301.0,259.0,302.0,False,MEDIUM,12.0,True,Alpine,0 days 02:44:50.698000,2024-04-07 06:45:52.332,1,15.0,False,,False,True
0 days 02:48:04.772000,OCO,31,,46.0,4.0,,,0 days 00:00:35.059000,0 days 00:00:43.245000,0 days 00:00:18.787000,0 days 02:47:02.813000,0 days 02:47:46.058000,0 days 02:48:04.845000,277.0,301.0,257.0,300.0,False,MEDIUM,13.0,True,Alpine,0 days 02:46:27.681000,2024-04-07 06:47:29.315,1,15.0,False,,False,True
0 days 02:49:42.153000,OCO,31,,47.0,4.0,,,0 days 00:00:35.056000,0 days 00:00:43.458000,0 days 00:00:18.867000,0 days 02:48:39.901000,0 days 02:49:23.359000,0 days 02:49:42.226000,276.0,300.0,257.0,299.0,False,MEDIUM,14.0,True,Alpine,0 days 02:48:04.772000,2024-04-07 06:49:06.406,1,15.0,False,,False,True
0 days 02:51:18.989000,OCO,31,,48.0,4.0,,,0 days 00:00:34.810000,0 days 00:00:43.239000,0 days 00:00:18.787000,0 days 02:50:17.036000,0 days 02:51:00.275000,0 days 02:51:19.062000,275.0,300.0,257.0,298.0,False,MEDIUM,15.0,True,Alpine,0 days 02:49:42.153000,2024-04-07 06:50:43.787,1,15.0,False,,False,True
0 days 02:52:55.680000,OCO,31,,49.0,4.0,,,0 days 00:00:34.735000,0 days 00:00:43.248000,0 days 00:00:18.708000,0 days 02:51:53.797000,0 days 02:52:37.045000,0 days 02:52:55.753000,276.0,300.0,257.0,297.0,True,MEDIUM,16.0,True,Alpine,0 days 02:51:18.989000,2024-04-07 06:52:20.623,1,15.0,False,,False,True
0 days 02:54:32.316000,OCO,31,,50.0,4.0,,,0 days 00:00:34.620000,0 days 00:00:43.263000,0 days 00:00:18.753000,0 days 02:53:30.373000,0 days 02:54:13.636000,0 days 02:54:32.389000,,301.0,257.0,298.0,True,MEDIUM,17.0,True,Alpine,0 days 02:52:55.680000,2024-04-07 06:53:57.314,1,15.0,False,,False,True
0 days 02:56:09.147000,OCO,31,,51.0,4.0,,,0 days 00:00:34.767000,0 days 00:00:43.263000,0 days 00:00:18.801000,0 days 02:55:07.156000,0 days 02:55:50.419000,0 days 02:56:09.220000,275.0,301.0,257.0,298.0,False,MEDIUM,18.0,True,Alpine,0 days 02:54:32.316000,2024-04-07 06:55:33.950,1,15.0,False,,False,True
0 days 02:57:45.379000,OCO,31,,52.0,4.0,,,0 days 00:00:34.512000,0 days 00:00:42.973000,0 days 00:00:18.747000,0 days 02:56:43.732000,0 days 02:57:26.705000,0 days 02:57:45.452000,,300.0,257.0,300.0,True,MEDIUM,19.0,True,Alpine,0 days 02:56:09.147000,2024-04-07 06:57:10.781,1,15.0,False,,False,True
0 days 01:05:33.918000,GAS,10,,1.0,1.0,,0 days 01:05:29.811000,,0 days 00:01:25.099000,0 days 00:00:47.334000,,0 days 01:04:46.647000,0 days 01:05:34.117000,275.0,187.0,,123.0,False,SOFT,1.0,True,Alpine,0 days 01:02:40.422000,2024-04-07 05:03:42.056,125,16.0,False,,False,False
0 days 01:34:05.610000,GAS,10,,2.0,2.0,0 days 01:31:56.442000,,,0 days 00:00:48.342000,0 days 00:00:45.231000,,0 days 01:33:20.484000,0 days 01:34:05.673000,261.0,273.0,38.0,277.0,False,HARD,1.0,True,Alpine,0 days 01:30:58.774000,2024-04-07 05:32:00.408,1,13.0,False,,False,False
0 days 01:36:23.972000,GAS,10,,3.0,2.0,,,0 days 00:01:14.063000,0 days 00:00:45.103000,0 days 00:00:19.196000,0 days 01:35:19.736000,0 days 01:36:04.839000,0 days 01:36:24.035000,273.0,300.0,257.0,298.0,True,HARD,2.0,True,Alpine,0 days 01:34:05.610000,2024-04-07 05:35:07.244,1,14.0,False,,False,True
0 days 01:38:03.897000,GAS,10,,4.0,2.0,,,0 days 00:00:36.680000,0 days 00:00:44.410000,0 days 00:00:18.835000,0 days 01:37:00.715000,0 days 01:37:45.125000,0 days 01:38:03.960000,271.0,301.0,260.0,296.0,True,HARD,3.0,True,Alpine,0 days 01:36:23.972000,2024-04-07 05:37:25.606,1,14.0,False,,False,True
0 days 01:39:43.370000,GAS,10,,5.0,2.0,,,0 days 00:00:36.122000,0 days 00:00:44.509000,0 days 00:00:18.842000,0 days 01:38:40.082000,0 days 01:39:24.591000,0 days 01:39:43.433000,274.0,301.0,255.0,304.0,True,HARD,4.0,True,Alpine,0 days 01:38:03.897000,2024-04-07 05:39:05.531,1,14.0,False,,False,True
0 days 01:41:23.627000,GAS,10,,6.0,2.0,,,0 days 00:00:36.667000,0 days 00:00:44.516000,0 days 00:00:19.074000,0 days 01:40:20.100000,0 days 01:41:04.616000,0 days 01:41:23.690000,271.0,301.0,257.0,302.0,False,HARD,5.0,True,Alpine,0 days 01:39:43.370000,2024-04-07 05:40:45.004,1,14.0,False,,False,True
0 days 01:43:03.875000,GAS,10,,7.0,2.0,,,0 days 00:00:36.461000,0 days 00:00:44.726000,0 days 00:00:19.061000,0 days 01:42:00.151000,0 days 01:42:44.877000,0 days 01:43:03.938000,270.0,300.0,253.0,300.0,False,HARD,6.0,True,Alpine,0 days 01:41:23.627000,2024-04-07 05:42:25.261,1,13.0,False,,False,True
0 days 01:44:45.238000,GAS,10,,8.0,2.0,,,0 days 00:00:37.525000,0 days 00:00:44.759000,0 days 00:00:19.079000,0 days 01:43:41.463000,0 days 01:44:26.222000,0 days 01:44:45.301000,269.0,300.0,253.0,300.0,False,HARD,7.0,True,Alpine,0 days 01:43:03.875000,2024-04-07 05:44:05.509,1,13.0,False,,False,True
0 days 01:46:26.018000,GAS,10,,9.0,2.0,,,0 days 00:00:36.840000,0 days 00:00:44.704000,0 days 00:00:19.236000,0 days 01:45:22.141000,0 days 01:46:06.845000,0 days 01:46:26.081000,270.0,299.0,253.0,299.0,False,HARD,8.0,True,Alpine,0 days 01:44:45.238000,2024-04-07 05:45:46.872,1,13.0,False,,False,True
0 days 01:48:07.135000,GAS,10,,10.0,2.0,,,0 days 00:00:36.846000,0 days 00:00:44.878000,0 days 00:00:19.393000,0 days 01:47:02.927000,0 days 01:47:47.805000,0 days 01:48:07.198000,267.0,298.0,249.0,291.0,False,HARD,9.0,True,Alpine,0 days 01:46:26.018000,2024-04-07 05:47:27.652,1,13.0,False,,False,True
0 days 01:49:48.763000,GAS,10,,11.0,2.0,,,0 days 00:00:37.365000,0 days 00:00:45.056000,0 days 00:00:19.207000,0 days 01:48:44.563000,0 days 01:49:29.619000,0 days 01:49:48.826000,271.0,298.0,252.0,298.0,False,HARD,10.0,True,Alpine,0 days 01:48:07.135000,2024-04-07 05:49:08.769,1,14.0,False,,False,True
0 days 01:51:29.870000,GAS,10,,12.0,2.0,,,0 days 00:00:36.798000,0 days 00:00:45.061000,0 days 00:00:19.248000,0 days 01:50:25.624000,0 days 01:51:10.685000,0 days 01:51:29.933000,270.0,297.0,254.0,300.0,False,HARD,11.0,True,Alpine,0 days 01:49:48.763000,2024-04-07 05:50:50.397,1,14.0,False,,False,True
0 days 01:53:12.345000,GAS,10,,13.0,2.0,,,0 days 00:00:37.619000,0 days 00:00:45.216000,0 days 00:00:19.640000,0 days 01:52:07.552000,0 days 01:52:52.768000,0 days 01:53:12.408000,273.0,298.0,250.0,300.0,False,HARD,12.0,True,Alpine,0 days 01:51:29.870000,2024-04-07 05:52:31.504,1,15.0,False,,False,True
0 days 01:54:54.118000,GAS,10,,14.0,2.0,,,0 days 00:00:37.405000,0 days 00:00:45.186000,0 days 00:00:19.182000,0 days 01:53:49.813000,0 days 01:54:34.999000,0 days 01:54:54.181000,272.0,297.0,253.0,299.0,False,HARD,13.0,True,Alpine,0 days 01:53:12.345000,2024-04-07 05:54:13.979,1,17.0,False,,False,True
0 days 01:56:35.498000,GAS,10,,15.0,2.0,,,0 days 00:00:37.047000,0 days 00:00:45.092000,0 days 00:00:19.241000,0 days 01:55:31.228000,0 days 01:56:16.320000,0 days 01:56:35.561000,271.0,298.0,252.0,300.0,False,HARD,14.0,True,Alpine,0 days 01:54:54.118000,2024-04-07 05:55:55.752,1,17.0,False,,False,True
0 days 01:58:18.974000,GAS,10,,16.0,2.0,,0 days 01:58:17.780000,0 days 00:00:36.884000,0 days 00:00:44.836000,0 days 00:00:21.756000,0 days 01:57:12.445000,0 days 01:57:57.281000,0 days 01:58:19.037000,,298.0,,296.0,False,HARD,15.0,True,Alpine,0 days 01:56:35.498000,2024-04-07 05:57:37.132,1,17.0,False,,False,False
0 days 02:00:17.706000,GAS,10,,17.0,3.0,0 days 01:58:41.596000,,0 days 00:00:56.331000,0 days 00:00:43.543000,0 days 00:00:18.858000,0 days 01:59:15.368000,0 days 01:59:58.911000,0 days 02:00:17.769000,274.0,295.0,255.0,297.0,False,MEDIUM,1.0,True,Alpine,0 days 01:58:18.974000,2024-04-07 05:59:20.608,1,17.0,False,,False,False
0 days 02:01:56.080000,GAS,10,,18.0,3.0,,,0 days 00:00:35.683000,0 days 00:00:43.868000,0 days 00:00:18.823000,0 days 02:00:53.452000,0 days 02:01:37.320000,0 days 02:01:56.143000,273.0,297.0,255.0,295.0,True,MEDIUM,2.0,True,Alpine,0 days 02:00:17.706000,2024-04-07 06:01:19.340,1,17.0,False,,False,True
0 days 02:03:34.679000,GAS,10,,19.0,3.0,,,0 days 00:00:35.764000,0 days 00:00:43.918000,0 days 00:00:18.917000,0 days 02:02:31.907000,0 days 02:03:15.825000,0 days 02:03:34.742000,272.0,298.0,254.0,294.0,False,MEDIUM,3.0,True,Alpine,0 days 02:01:56.080000,2024-04-07 06:02:57.714,1,17.0,False,,False,True
0 days 02:05:13.420000,GAS,10,,20.0,3.0,,,0 days 00:00:35.953000,0 days 00:00:43.915000,0 days 00:00:18.873000,0 days 02:04:10.695000,0 days 02:04:54.610000,0 days 02:05:13.483000,,298.0,255.0,294.0,False,MEDIUM,4.0,True,Alpine,0 days 02:03:34.679000,2024-04-07 06:04:36.313,1,17.0,False,,False,True
0 days 02:06:51.835000,GAS,10,,21.0,3.0,,,0 days 00:00:35.664000,0 days 00:00:43.851000,0 days 00:00:18.900000,0 days 02:05:49.147000,0 days 02:06:32.998000,0 days 02:06:51.898000,273.0,298.0,255.0,294.0,False,MEDIUM,5.0,True,Alpine,0 days 02:05:13.420000,2024-04-07 06:06:15.054,1,17.0,False,,False,True
0 days 02:08:30.217000,GAS,10,,22.0,3.0,,,0 days 00:00:35.706000,0 days 00:00:43.824000,0 days 00:00:18.852000,0 days 02:07:27.604000,0 days 02:08:11.428000,0 days 02:08:30.280000,,298.0,255.0,295.0,False,MEDIUM,6.0,True,Alpine,0 days 02:06:51.835000,2024-04-07 06:07:53.469,1,17.0,False,,False,True
0 days 02:10:10.033000,GAS,10,,23.0,3.0,,,0 days 00:00:36.281000,0 days 00:00:44.480000,0 days 00:00:19.055000,0 days 02:09:06.561000,0 days 02:09:51.041000,0 days 02:10:10.096000,271.0,299.0,255.0,298.0,False,MEDIUM,7.0,True,Alpine,0 days 02:08:30.217000,2024-04-07 06:09:31.851,1,17.0,False,,False,True
0 days 02:11:48.814000,GAS,10,,24.0,3.0,,,0 days 00:00:35.817000,0 days 00:00:44.156000,0 days 00:00:18.808000,0 days 02:10:45.913000,0 days 02:11:30.069000,0 days 02:11:48.877000,272.0,300.0,255.0,298.0,False,MEDIUM,8.0,True,Alpine,0 days 02:10:10.033000,2024-04-07 06:11:11.667,1,17.0,False,,False,True
0 days 02:13:27.848000,GAS,10,,25.0,3.0,,,0 days 00:00:35.854000,0 days 00:00:44.108000,0 days 00:00:19.072000,0 days 02:12:24.731000,0 days 02:13:08.839000,0 days 02:13:27.911000,274.0,299.0,254.0,297.0,False,MEDIUM,9.0,True,Alpine,0 days 02:11:48.814000,2024-04-07 06:12:50.448,1,17.0,False,,False,True
0 days 02:15:06.806000,GAS,10,,26.0,3.0,,,0 days 00:00:36.002000,0 days 00:00:44.005000,0 days 00:00:18.951000,0 days 02:14:03.913000,0 days 02:14:47.918000,0 days 02:15:06.869000,,300.0,254.0,299.0,False,MEDIUM,10.0,True,Alpine,0 days 02:13:27.848000,2024-04-07 06:14:29.482,1,17.0,False,,False,True
0 days 02:16:45.708000,GAS,10,,27.0,3.0,,,0 days 00:00:35.940000,0 days 00:00:43.985000,0 days 00:00:18.977000,0 days 02:15:42.809000,0 days 02:16:26.794000,0 days 02:16:45.771000,273.0,301.0,255.0,299.0,False,MEDIUM,11.0,True,Alpine,0 days 02:15:06.806000,2024-04-07 06:16:08.440,1,17.0,False,,False,True
0 days 02:18:24.581000,GAS,10,,28.0,3.0,,,0 days 00:00:35.958000,0 days 00:00:44.022000,0 days 00:00:18.893000,0 days 02:17:21.729000,0 days 02:18:05.751000,0 days 02:18:24.644000,274.0,300.0,253.0,299.0,False,MEDIUM,12.0,True,Alpine,0 days 02:16:45.708000,2024-04-07 06:17:47.342,1,17.0,False,,False,True
0 days 02:20:03.633000,GAS,10,,29.0,3.0,,,0 days 00:00:36.038000,0 days 00:00:44.122000,0 days 00:00:18.892000,0 days 02:19:00.682000,0 days 02:19:44.804000,0 days 02:20:03.696000,,299.0,255.0,298.0,False,MEDIUM,13.0,True,Alpine,0 days 02:18:24.581000,2024-04-07 06:19:26.215,1,17.0,False,,False,True
0 days 02:21:42.527000,GAS,10,,30.0,3.0,,,0 days 00:00:35.924000,0 days 00:00:44.011000,0 days 00:00:18.959000,0 days 02:20:39.620000,0 days 02:21:23.631000,0 days 02:21:42.590000,,298.0,254.0,298.0,False,MEDIUM,14.0,True,Alpine,0 days 02:20:03.633000,2024-04-07 06:21:05.267,1,17.0,False,,False,True
0 days 02:23:21.977000,GAS,10,,31.0,3.0,,,0 days 00:00:36.074000,0 days 00:00:44.302000,0 days 00:00:19.074000,0 days 02:22:18.664000,0 days 02:23:02.966000,0 days 02:23:22.040000,273.0,299.0,253.0,299.0,False,MEDIUM,15.0,True,Alpine,0 days 02:21:42.527000,2024-04-07 06:22:44.161,1,17.0,False,,False,True
0 days 02:25:03.705000,GAS,10,,32.0,3.0,,0 days 02:25:02.516000,0 days 00:00:36.112000,0 days 00:00:44.223000,0 days 00:00:21.393000,0 days 02:23:58.152000,0 days 02:24:42.375000,0 days 02:25:03.768000,,299.0,,299.0,False,MEDIUM,16.0,True,Alpine,0 days 02:23:21.977000,2024-04-07 06:24:23.611,1,17.0,False,,False,False
0 days 02:27:01.538000,GAS,10,,33.0,4.0,0 days 02:25:25.541000,,0 days 00:00:55.446000,0 days 00:00:43.566000,0 days 00:00:18.821000,0 days 02:25:59.214000,0 days 02:26:42.780000,0 days 02:27:01.601000,275.0,299.0,257.0,298.0,False,HARD,1.0,True,Alpine,0 days 02:25:03.705000,2024-04-07 06:26:05.339,1,17.0,False,,False,False
0 days 02:28:40.209000,GAS,10,,34.0,4.0,,,0 days 00:00:35.397000,0 days 00:00:43.833000,0 days 00:00:19.441000,0 days 02:27:36.998000,0 days 02:28:20.831000,0 days 02:28:40.272000,,276.0,261.0,288.0,False,HARD,2.0,True,Alpine,0 days 02:27:01.538000,2024-04-07 06:28:03.172,1,17.0,False,,False,True
0 days 02:30:17.865000,GAS,10,,35.0,4.0,,,0 days 00:00:35.565000,0 days 00:00:43.366000,0 days 00:00:18.725000,0 days 02:29:15.837000,0 days 02:29:59.203000,0 days 02:30:17.928000,277.0,301.0,257.0,301.0,True,HARD,3.0,True,Alpine,0 days 02:28:40.209000,2024-04-07 06:29:41.843,1,17.0,False,,False,True
0 days 02:31:55.148000,GAS,10,,36.0,4.0,,,0 days 00:00:35.261000,0 days 00:00:43.349000,0 days 00:00:18.673000,0 days 02:30:53.189000,0 days 02:31:36.538000,0 days 02:31:55.211000,276.0,299.0,257.0,300.0,True,HARD,4.0,True,Alpine,0 days 02:30:17.865000,2024-04-07 06:31:19.499,1,17.0,False,,False,True
0 days 02:33:33.574000,GAS,10,,37.0,4.0,,,0 days 00:00:36.064000,0 days 00:00:43.658000,0 days 00:00:18.704000,0 days 02:32:31.275000,0 days 02:33:14.933000,0 days 02:33:33.637000,250.0,302.0,256.0,300.0,False,HARD,5.0,True,Alpine,0 days 02:31:55.148000,2024-04-07 06:32:56.782,1,17.0,False,,False,True
0 days 02:35:10.330000,GAS,10,,38.0,4.0,,,0 days 00:00:34.950000,0 days 00:00:43.183000,0 days 00:00:18.623000,0 days 02:34:08.587000,0 days 02:34:51.770000,0 days 02:35:10.393000,276.0,301.0,256.0,301.0,True,HARD,6.0,True,Alpine,0 days 02:33:33.574000,2024-04-07 06:34:35.208,1,17.0,False,,False,True
0 days 02:36:50.553000,GAS,10,,39.0,4.0,,,0 days 00:00:36.267000,0 days 00:00:43.762000,0 days 00:00:20.194000,0 days 02:35:46.660000,0 days 02:36:30.422000,0 days 02:36:50.616000,244.0,303.0,259.0,298.0,False,HARD,7.0,True,Alpine,0 days 02:35:10.330000,2024-04-07 06:36:11.964,1,17.0,False,,False,True
0 days 02:38:28.625000,GAS,10,,40.0,4.0,,,0 days 00:00:35.041000,0 days 00:00:44.271000,0 days 00:00:18.760000,0 days 02:37:25.657000,0 days 02:38:09.928000,0 days 02:38:28.688000,278.0,304.0,262.0,305.0,False,HARD,8.0,True,Alpine,0 days 02:36:50.553000,2024-04-07 06:37:52.187,1,17.0,False,,False,True
0 days 02:40:06.102000,GAS,10,,41.0,4.0,,,0 days 00:00:34.976000,0 days 00:00:43.914000,0 days 00:00:18.587000,0 days 02:39:03.664000,0 days 02:39:47.578000,0 days 02:40:06.165000,275.0,301.0,257.0,301.0,False,HARD,9.0,True,Alpine,0 days 02:38:28.625000,2024-04-07 06:39:30.259,12,16.0,False,,False,True
0 days 02:41:43.116000,GAS,10,,42.0,4.0,,,0 days 00:00:34.965000,0 days 00:00:43.408000,0 days 00:00:18.641000,0 days 02:40:41.130000,0 days 02:41:24.538000,0 days 02:41:43.179000,274.0,301.0,257.0,297.0,False,HARD,10.0,True,Alpine,0 days 02:40:06.102000,2024-04-07 06:41:07.736,1,16.0,False,,False,True
